year,fips7,city_name,opinion_affectweather,opinion_citizens,opinion_congress,opinion_consensus,opinion_corporations,opinion_devharm,opinion_discuss,opinion_exp,opinion_fundrenewables,opinion_futuregen,opinion_generaterenewable,opinion_governor,opinion_happening,opinion_harmplants,opinion_harmus,opinion_human,opinion_localofficials,opinion_personal,opinion_priority,opinion_reducetax,opinion_regulate,opinion_teachgw,opinion_timing,opinion_worried
2017,2713114,coon rapids,,,,47.38,,59.995000000000005,30.8,,83.58500000000001,68.78999999999999,,,64.815,68.61,53.85,49.715,,35.235,,,71.63499999999999,76.24000000000001,44.965,54.855
2018,2713114,coon rapids,58.35,62.59,60.53,48.22,66.08,60.15,31.7,,85.03,69.58,,52.08,64.52,69.5,54.08,51.69,53.76,36.05,,64.11,72.56,76.94,44.51,56.26
2019,2713114,coon rapids,56.47,61.77,58.47,50.31,67.43,60.27,32.98,,83.2,67.03,,51.88,60.67,66.99,52.57,47.35,52.63,36.34,,62.91,67.07,73.59,41.63,55.84
2020,2713114,coon rapids,60.73,61.92,56.21,52.3,68.29,62.93,32.17,,85.96,69.69,,46.96,65.72,68.89,55.82,50.98,49.09,36.39,40.18,64.74,68.88,74.77,49.68,59.02
2021,2713114,coon rapids,62.06,63.13,58.46,56.35,68.85,66.53,31.51,40.47,77.48,70.71,,50.74,66.91,69.94,59.77,48.94,54.87,40.76,45.08,63.05,66.41,75.24,53.02,61.58
2022,2713114,coon rapids,60.62,60.84,56.75,54.85,67.38,66.55,31.89,40.02,79.48,70.57,79.39,48.48,66.34,69.56,59.07,49.19,52.26,39.85,42.39,64.72,69.32,74.14,53.04,60.91
2023,2713114,coon rapids,62.1,60.72,59.83,55.4,68.47,66.15,32.79,40.16,80.1,70.69,77.8,49.47,68.66,69.61,58.1,51.08,53.11,41.05,46.56,67.14,69.63,74.25,53.14,62.05
2013,2717000,duluth,,,,,,,,,,,,,,,,,,,,,,,,
2014,2717000,duluth,,,,42.0,,51.0,,,78.0,63.0,,,61.0,,49.0,45.0,,31.0,,,75.0,,40.0,51.0
2015,2717000,duluth,,,,47.17,,57.895,,,81.285,67.75999999999999,,,65.815,,53.415,49.88,,34.085,,,75.66499999999999,,45.345,55.225
2016,2717000,duluth,,,,52.34,,64.79,34.13,,84.57,72.52,,,70.63,72.38,57.83,54.76,,37.17,,,76.33,77.76,50.69,59.45
2017,2717000,duluth,,,,51.93000000000001,,64.12,34.775000000000006,,85.555,72.58500000000001,,,69.44999999999999,72.49,57.48,55.73,,37.795,,,76.935,78.015,49.74,59.765
2018,2717000,duluth,61.21,64.31,60.44,51.52,68.6,63.45,35.42,,86.54,72.65,,53.67,68.27,72.6,57.13,56.7,56.17,38.42,,65.99,77.54,78.27,48.79,60.08
2019,2717000,duluth,58.91,62.54,57.22,53.1,68.92,63.26,35.44,,84.82,69.49,,52.65,63.29,69.92,55.55,53.07,54.77,38.83,,65.16,71.79,73.06,45.53,59.44
2020,2717000,duluth,62.26,62.74,56.13,55.41,69.66,65.03,35.07,,87.33,71.12,,47.93,66.88,71.05,58.3,56.08,51.16,38.41,45.63,66.54,73.93,74.34,53.33,61.45
2021,2717000,duluth,62.89,63.69,57.7,58.33,69.55,67.33,34.84,43.87,79.31,70.74,,51.87,67.86,70.82,61.29,54.91,56.0,42.34,49.3,64.22,70.82,74.15,56.09,63.16
2022,2717000,duluth,60.08,60.4,53.92,55.57,67.45,66.47,33.89,41.58,81.12,70.03,80.85,47.76,66.6,69.35,58.66,53.95,51.86,39.09,44.03,64.32,72.88,72.46,54.17,61.19
2023,2717000,duluth,61.12,60.22,57.17,56.24,68.47,66.0,35.03,41.66,81.86,70.11,78.82,48.48,68.92,69.53,57.68,56.26,52.9,39.96,48.29,66.65,73.25,72.29,54.46,62.39
2013,2717288,eagan,,,,,,,,,,,,,,,,,,,,,,,,
2014,2717288,eagan,,,,43.0,,51.0,,,77.0,65.0,,,65.0,,48.0,48.0,,31.0,,,75.0,,39.0,50.0
2015,2717288,eagan,,,,46.89,,56.475,,,79.815,68.425,,,67.66,,51.18,49.66,,32.855000000000004,,,74.87,,43.315,52.545
2016,2717288,eagan,,,,50.78,,61.95,32.44,,82.63,71.85,,,70.32,70.44,54.36,51.32,,34.71,,,74.74,76.39,47.63,55.09
2017,2717288,eagan,,,,52.615,,62.675,33.459999999999994,,84.255,72.78999999999999,,,70.755,71.465,55.23,53.24,,35.055,,,76.35,76.735,47.34,57.040000000000006
2018,2717288,eagan,64.08,64.09,62.34,54.45,68.77,63.4,34.48,,85.88,73.73,,53.78,71.19,72.49,56.1,55.16,54.95,35.4,,66.27,77.96,77.08,47.05,58.99
2019,2717288,eagan,62.59,63.39,61.24,57.8,70.26,63.46,34.78,,84.33,71.09,,54.46,68.24,70.14,54.26,50.69,54.33,35.9,,65.11,72.85,73.87,44.62,58.61
2020,2717288,eagan,67.21,64.82,60.83,59.98,71.0,66.18,34.93,,87.05,73.72,,50.07,72.85,71.72,58.12,53.35,50.72,36.43,45.31,67.86,74.25,75.58,52.83,61.26
2021,2717288,eagan,67.0,66.68,62.51,62.98,71.9,69.21,34.56,43.5,79.14,74.7,,55.16,74.08,72.58,61.91,52.87,57.22,40.31,49.73,66.25,71.98,76.24,54.98,63.23
2022,2717288,eagan,65.88,64.95,61.0,61.79,70.7,69.86,35.51,43.26,81.82,74.66,82.52,53.33,73.45,72.58,61.64,53.5,55.06,39.64,47.15,68.09,75.14,76.4,55.24,63.01
2023,2717288,eagan,67.37,65.17,64.18,62.91,71.93,69.74,36.82,43.39,82.58,74.98,80.97,54.45,76.03,72.95,60.91,55.73,56.44,40.98,51.72,70.48,75.75,76.38,55.53,64.17
2013,2718116,eden prairie,,,,,,,,,,,,,,,,,,,,,,,,
2014,2718116,eden prairie,,,,51.0,,61.0,,,82.0,73.0,,,69.0,,57.0,59.0,,38.0,,,81.0,,46.0,61.0
2015,2718116,eden prairie,,,,55.055,,65.845,,,84.08,76.06,,,72.83500000000001,,59.845,60.785,,39.33,,,80.075,,49.68,62.67
2016,2718116,eden prairie,,,,59.11,,70.69,40.91,,86.16,79.12,,,76.67,78.42,62.69,62.57,,40.66,,,79.15,85.04,53.36,64.34
2017,2718116,eden prairie,,,,59.89,,70.78999999999999,42.3,,87.265,79.67,,,77.13499999999999,78.78999999999999,62.805,64.515,,41.93,,,80.61,85.62,53.39,66.22
2018,2718116,eden prairie,70.91,71.58,70.14,60.67,75.19,70.89,43.69,,88.37,80.22,,60.75,77.6,79.16,62.92,66.46,60.17,43.2,,70.83,82.07,86.2,53.42,68.1
2019,2718116,eden prairie,69.43,70.87,68.41,62.42,76.11,71.57,43.62,,87.5,77.98,,60.45,74.3,77.68,62.76,63.44,60.02,44.26,,72.83,78.18,85.41,50.83,67.77
2020,2718116,eden prairie,74.6,70.94,67.86,66.29,76.47,74.42,43.92,,89.44,80.74,,56.83,78.97,80.49,67.3,68.44,57.32,46.08,55.98,74.2,80.31,85.55,59.68,71.26
2021,2718116,eden prairie,74.73,72.29,69.36,69.88,77.04,76.88,43.91,53.0,83.02,81.05,,61.01,79.97,80.79,70.96,68.26,62.38,50.8,59.97,73.01,77.37,84.66,63.19,73.01
2022,2718116,eden prairie,72.48,68.99,66.2,68.66,74.33,76.15,44.64,52.75,84.57,80.28,84.5,57.78,78.75,79.61,69.51,67.45,59.37,49.03,56.65,73.96,79.22,83.27,61.99,71.05
2023,2718116,eden prairie,73.92,69.83,68.88,68.17,75.38,75.74,44.94,51.72,85.31,80.74,83.2,59.43,81.14,80.48,69.51,68.21,60.75,49.44,61.7,75.91,79.35,82.62,62.62,72.78
2017,2718188,edina,,,,59.89,,70.78999999999999,42.3,,87.265,79.67,,,77.13499999999999,78.78999999999999,62.805,64.515,,41.93,,,80.61,85.62,53.39,66.22
2018,2718188,edina,70.91,71.58,70.14,60.67,75.19,70.89,43.69,,88.37,80.22,,60.75,77.6,79.16,62.92,66.46,60.17,43.2,,70.83,82.07,86.2,53.42,68.1
2019,2718188,edina,69.43,70.87,68.41,62.42,76.11,71.57,43.62,,87.5,77.98,,60.45,74.3,77.68,62.76,63.44,60.02,44.26,,72.83,78.18,85.41,50.83,67.77
2020,2718188,edina,74.6,70.94,67.86,66.29,76.47,74.42,43.92,,89.44,80.74,,56.83,78.97,80.49,67.3,68.44,57.32,46.08,55.98,74.2,80.31,85.55,59.68,71.26
2021,2718188,edina,74.73,72.29,69.36,69.88,77.04,76.88,43.91,53.0,83.02,81.05,,61.01,79.97,80.79,70.96,68.26,62.38,50.8,59.97,73.01,77.37,84.66,63.19,73.01
2022,2718188,edina,72.48,68.99,66.2,68.66,74.33,76.15,44.64,52.75,84.57,80.28,84.5,57.78,78.75,79.61,69.51,67.45,59.37,49.03,56.65,73.96,79.22,83.27,61.99,71.05
2023,2718188,edina,73.92,69.83,68.88,68.17,75.38,75.74,44.94,51.72,85.31,80.74,83.2,59.43,81.14,80.48,69.51,68.21,60.75,49.44,61.7,75.91,79.35,82.62,62.62,72.78
2013,2735180,lakeville,,,,,,,,,,,,,,,,,,,,,,,,
2014,2735180,lakeville,,,,43.0,,51.0,,,77.0,65.0,,,65.0,,48.0,48.0,,31.0,,,75.0,,39.0,50.0
2015,2735180,lakeville,,,,46.89,,56.475,,,79.815,68.425,,,67.66,,51.18,49.66,,32.855000000000004,,,74.87,,43.315,52.545
2016,2735180,lakeville,,,,50.78,,61.95,32.44,,82.63,71.85,,,70.32,70.44,54.36,51.32,,34.71,,,74.74,76.39,47.63,55.09
2017,2735180,lakeville,,,,52.615,,62.675,33.459999999999994,,84.255,72.78999999999999,,,70.755,71.465,55.23,53.24,,35.055,,,76.35,76.735,47.34,57.040000000000006
2018,2735180,lakeville,64.08,64.09,62.34,54.45,68.77,63.4,34.48,,85.88,73.73,,53.78,71.19,72.49,56.1,55.16,54.95,35.4,,66.27,77.96,77.08,47.05,58.99
2019,2735180,lakeville,62.59,63.39,61.24,57.8,70.26,63.46,34.78,,84.33,71.09,,54.46,68.24,70.14,54.26,50.69,54.33,35.9,,65.11,72.85,73.87,44.62,58.61
2020,2735180,lakeville,67.21,64.82,60.83,59.98,71.0,66.18,34.93,,87.05,73.72,,50.07,72.85,71.72,58.12,53.35,50.72,36.43,45.31,67.86,74.25,75.58,52.83,61.26
2021,2735180,lakeville,67.0,66.68,62.51,62.98,71.9,69.21,34.56,43.5,79.14,74.7,,55.16,74.08,72.58,61.91,52.87,57.22,40.31,49.73,66.25,71.98,76.24,54.98,63.23
2022,2735180,lakeville,65.88,64.95,61.0,61.79,70.7,69.86,35.51,43.26,81.82,74.66,82.52,53.33,73.45,72.58,61.64,53.5,55.06,39.64,47.15,68.09,75.14,76.4,55.24,63.01
2023,2735180,lakeville,67.37,65.17,64.18,62.91,71.93,69.74,36.82,43.39,82.58,74.98,80.97,54.45,76.03,72.95,60.91,55.73,56.44,40.98,51.72,70.48,75.75,76.38,55.53,64.17
2015,2740166,maple grove,,,,55.055,,65.845,,,84.08,76.06,,,72.83500000000001,,59.845,60.785,,39.33,,,80.075,,49.68,62.67
2016,2740166,maple grove,,,,59.11,,70.69,40.91,,86.16,79.12,,,76.67,78.42,62.69,62.57,,40.66,,,79.15,85.04,53.36,64.34
2017,2740166,maple grove,,,,59.89,,70.78999999999999,42.3,,87.265,79.67,,,77.13499999999999,78.78999999999999,62.805,64.515,,41.93,,,80.61,85.62,53.39,66.22
2018,2740166,maple grove,70.91,71.58,70.14,60.67,75.19,70.89,43.69,,88.37,80.22,,60.75,77.6,79.16,62.92,66.46,60.17,43.2,,70.83,82.07,86.2,53.42,68.1
2019,2740166,maple grove,69.43,70.87,68.41,62.42,76.11,71.57,43.62,,87.5,77.98,,60.45,74.3,77.68,62.76,63.44,60.02,44.26,,72.83,78.18,85.41,50.83,67.77
2020,2740166,maple grove,74.6,70.94,67.86,66.29,76.47,74.42,43.92,,89.44,80.74,,56.83,78.97,80.49,67.3,68.44,57.32,46.08,55.98,74.2,80.31,85.55,59.68,71.26
2021,2740166,maple grove,74.73,72.29,69.36,69.88,77.04,76.88,43.91,53.0,83.02,81.05,,61.01,79.97,80.79,70.96,68.26,62.38,50.8,59.97,73.01,77.37,84.66,63.19,73.01
2022,2740166,maple grove,72.48,68.99,66.2,68.66,74.33,76.15,44.64,52.75,84.57,80.28,84.5,57.78,78.75,79.61,69.51,67.45,59.37,49.03,56.65,73.96,79.22,83.27,61.99,71.05
2023,2740166,maple grove,73.92,69.83,68.88,68.17,75.38,75.74,44.94,51.72,85.31,80.74,83.2,59.43,81.14,80.48,69.51,68.21,60.75,49.44,61.7,75.91,79.35,82.62,62.62,72.78
2013,2743000,minneapolis,,,,,,,,,,,,,,,,,,,,,,,,
2014,2743000,minneapolis,,,,51.0,,61.0,,,82.0,73.0,,,69.0,,57.0,59.0,,38.0,,,81.0,,46.0,61.0
2015,2743000,minneapolis,,,,55.055,,65.845,,,84.08,76.06,,,72.83500000000001,,59.845,60.785,,39.33,,,80.075,,49.68,62.67
2016,2743000,minneapolis,,,,59.11,,70.69,40.91,,86.16,79.12,,,76.67,78.42,62.69,62.57,,40.66,,,79.15,85.04,53.36,64.34
2017,2743000,minneapolis,,,,59.89,,70.78999999999999,42.3,,87.265,79.67,,,77.13499999999999,78.78999999999999,62.805,64.515,,41.93,,,80.61,85.62,53.39,66.22
2018,2743000,minneapolis,70.91,71.58,70.14,60.67,75.19,70.89,43.69,,88.37,80.22,,60.75,77.6,79.16,62.92,66.46,60.17,43.2,,70.83,82.07,86.2,53.42,68.1
2019,2743000,minneapolis,69.43,70.87,68.41,62.42,76.11,71.57,43.62,,87.5,77.98,,60.45,74.3,77.68,62.76,63.44,60.02,44.26,,72.83,78.18,85.41,50.83,67.77
2020,2743000,minneapolis,74.6,70.94,67.86,66.29,76.47,74.42,43.92,,89.44,80.74,,56.83,78.97,80.49,67.3,68.44,57.32,46.08,55.98,74.2,80.31,85.55,59.68,71.26
2021,2743000,minneapolis,74.73,72.29,69.36,69.88,77.04,76.88,43.91,53.0,83.02,81.05,,61.01,79.97,80.79,70.96,68.26,62.38,50.8,59.97,73.01,77.37,84.66,63.19,73.01
2022,2743000,minneapolis,72.48,68.99,66.2,68.66,74.33,76.15,44.64,52.75,84.57,80.28,84.5,57.78,78.75,79.61,69.51,67.45,59.37,49.03,56.65,73.96,79.22,83.27,61.99,71.05
2023,2743000,minneapolis,73.92,69.83,68.88,68.17,75.38,75.74,44.94,51.72,85.31,80.74,83.2,59.43,81.14,80.48,69.51,68.21,60.75,49.44,61.7,75.91,79.35,82.62,62.62,72.78
2013,2743252,minnetonka,,,,,,,,,,,,,,,,,,,,,,,,
2014,2743252,minnetonka,,,,51.0,,61.0,,,82.0,73.0,,,69.0,,57.0,59.0,,38.0,,,81.0,,46.0,61.0
2015,2743252,minnetonka,,,,55.055,,65.845,,,84.08,76.06,,,72.83500000000001,,59.845,60.785,,39.33,,,80.075,,49.68,62.67
2016,2743252,minnetonka,,,,59.11,,70.69,40.91,,86.16,79.12,,,76.67,78.42,62.69,62.57,,40.66,,,79.15,85.04,53.36,64.34
2017,2743252,minnetonka,,,,59.89,,70.78999999999999,42.3,,87.265,79.67,,,77.13499999999999,78.78999999999999,62.805,64.515,,41.93,,,80.61,85.62,53.39,66.22
2018,2743252,minnetonka,70.91,71.58,70.14,60.67,75.19,70.89,43.69,,88.37,80.22,,60.75,77.6,79.16,62.92,66.46,60.17,43.2,,70.83,82.07,86.2,53.42,68.1
2019,2743252,minnetonka,69.43,70.87,68.41,62.42,76.11,71.57,43.62,,87.5,77.98,,60.45,74.3,77.68,62.76,63.44,60.02,44.26,,72.83,78.18,85.41,50.83,67.77
2020,2743252,minnetonka,74.6,70.94,67.86,66.29,76.47,74.42,43.92,,89.44,80.74,,56.83,78.97,80.49,67.3,68.44,57.32,46.08,55.98,74.2,80.31,85.55,59.68,71.26
2021,2743252,minnetonka,74.73,72.29,69.36,69.88,77.04,76.88,43.91,53.0,83.02,81.05,,61.01,79.97,80.79,70.96,68.26,62.38,50.8,59.97,73.01,77.37,84.66,63.19,73.01
2022,2743252,minnetonka,72.48,68.99,66.2,68.66,74.33,76.15,44.64,52.75,84.57,80.28,84.5,57.78,78.75,79.61,69.51,67.45,59.37,49.03,56.65,73.96,79.22,83.27,61.99,71.05
2023,2743252,minnetonka,73.92,69.83,68.88,68.17,75.38,75.74,44.94,51.72,85.31,80.74,83.2,59.43,81.14,80.48,69.51,68.21,60.75,49.44,61.7,75.91,79.35,82.62,62.62,72.78
2013,2751730,plymouth,,,,,,,,,,,,,,,,,,,,,,,,
2014,2751730,plymouth,,,,51.0,,61.0,,,82.0,73.0,,,69.0,,57.0,59.0,,38.0,,,81.0,,46.0,61.0
2015,2751730,plymouth,,,,55.055,,65.845,,,84.08,76.06,,,72.83500000000001,,59.845,60.785,,39.33,,,80.075,,49.68,62.67
2016,2751730,plymouth,,,,59.11,,70.69,40.91,,86.16,79.12,,,76.67,78.42,62.69,62.57,,40.66,,,79.15,85.04,53.36,64.34
2017,2751730,plymouth,,,,59.89,,70.78999999999999,42.3,,87.265,79.67,,,77.13499999999999,78.78999999999999,62.805,64.515,,41.93,,,80.61,85.62,53.39,66.22
2018,2751730,plymouth,70.91,71.58,70.14,60.67,75.19,70.89,43.69,,88.37,80.22,,60.75,77.6,79.16,62.92,66.46,60.17,43.2,,70.83,82.07,86.2,53.42,68.1
2013,2754880,rochester,,,,,,,,,,,,,,,,,,,,,,,,
2014,2754880,rochester,,,,46.0,,54.0,,,79.0,63.0,,,66.0,,51.0,44.0,,33.0,,,75.0,,41.0,52.0
2015,2754880,rochester,,,,48.965,,58.955,,,81.025,66.965,,,68.84,,53.85,47.745000000000005,,34.885000000000005,,,74.34,,44.895,54.565
2016,2754880,rochester,,,,51.93,,63.91,34.85,,83.05,70.93,,,71.68,71.2,56.7,51.49,,36.77,,,73.68,79.06,48.79,57.13
2017,2754880,rochester,,,,53.09,,64.35499999999999,36.085,,84.64,72.17500000000001,,,72.15,72.61500000000001,57.760000000000005,53.96,,37.965,,,74.95,79.775,49.065,59.120000000000005
2018,2754880,rochester,61.74,67.32,60.26,54.25,70.06,64.8,37.32,,86.23,73.42,,53.98,72.62,74.03,58.82,56.43,56.03,39.16,,67.31,76.22,80.49,49.34,61.11
2019,2754880,rochester,59.88,65.01,56.47,55.06,70.0,63.84,37.93,,84.15,69.65,,53.58,67.71,70.93,56.7,51.13,54.3,39.29,,65.44,71.25,77.67,46.41,59.9
2020,2754880,rochester,63.63,65.76,56.24,59.11,71.06,66.81,38.2,,86.7,72.49,,49.76,72.36,73.17,60.46,55.44,51.24,39.79,44.71,67.55,73.84,78.8,54.48,62.81
2021,2754880,rochester,64.49,67.29,58.54,63.25,71.51,69.74,38.46,46.15,78.39,72.31,,54.29,73.68,73.39,63.32,55.34,57.47,44.29,48.98,65.77,71.46,78.58,57.82,65.29
2022,2754880,rochester,63.9,64.97,56.83,62.06,70.44,70.22,38.54,44.98,80.94,72.57,82.4,51.92,73.21,73.22,62.13,55.49,55.09,42.95,46.36,67.53,74.01,77.76,57.23,64.27
2023,2754880,rochester,64.64,64.33,59.03,62.15,70.5,69.33,38.86,44.12,81.35,72.34,80.85,52.39,75.26,72.84,60.52,57.35,55.71,43.46,50.6,69.66,74.35,77.14,56.45,65.0
2013,2756896,st. cloud,,,,,,,,,,,,,,,,,,,,,,,,
2014,2756896,st. cloud,,,,40.0,,49.0,,,77.0,61.0,,,60.0,,47.0,45.0,,30.0,,,73.0,,39.0,49.0
2015,2756896,st. cloud,,,,41.28,,53.21,,,78.88,63.54,,,62.235,,49.6,46.04,,31.765,,,71.89,,41.54,49.83
2016,2756896,st. cloud,,,,42.56,,57.42,29.91,,80.76,66.08,,,64.47,66.22,52.2,47.08,,33.53,,,70.78,70.68,44.08,50.66
2017,2756896,st. cloud,,,,41.63,,56.49,30.005000000000003,,81.87,65.96000000000001,,,63.045,65.92,51.52,47.81,,33.455,,,71.38,71.465,42.61,50.395
2018,2756896,st. cloud,52.53,59.54,53.62,40.7,62.32,55.56,30.1,,82.98,65.84,,46.3,61.62,65.62,50.84,48.54,48.96,33.38,,57.94,71.98,72.25,41.14,50.13
2019,2756896,st. cloud,50.76,58.06,51.88,43.68,63.34,55.07,30.95,,81.12,62.68,,46.25,57.93,63.23,49.21,44.51,47.47,33.7,,55.92,65.93,68.42,38.11,49.39
2020,2756896,st. cloud,53.86,57.75,50.3,46.71,63.78,57.64,29.8,,83.42,65.74,,41.83,63.31,65.46,52.57,48.83,43.79,33.4,38.05,58.57,68.34,69.69,45.86,51.96
2021,2756896,st. cloud,54.06,58.62,52.02,49.8,64.02,60.34,29.34,36.34,72.1,65.77,,45.14,63.51,65.68,55.99,47.27,48.33,37.05,41.75,55.16,64.54,68.45,48.38,53.7
2022,2756896,st. cloud,49.94,53.95,48.61,45.56,60.62,58.12,27.37,34.22,72.88,63.7,72.71,42.33,60.83,63.22,53.22,45.32,44.81,35.16,36.93,54.73,65.08,64.9,46.34,51.02
2023,2756896,st. cloud,50.5,53.1,50.99,45.42,61.16,57.02,27.61,33.64,73.24,63.31,71.0,42.88,63.11,62.35,51.53,47.02,45.57,34.78,40.18,56.54,65.27,64.25,45.56,51.39
2013,2757220,st. louis park,,,,,,,,,,,,,,,,,,,,,,,,
2014,2757220,st. louis park,,,,51.0,,61.0,,,82.0,73.0,,,69.0,,57.0,59.0,,38.0,,,81.0,,46.0,61.0
2015,2757220,st. louis park,,,,55.055,,65.845,,,84.08,76.06,,,72.83500000000001,,59.845,60.785,,39.33,,,80.075,,49.68,62.67
2016,2757220,st. louis park,,,,59.11,,70.69,40.91,,86.16,79.12,,,76.67,78.42,62.69,62.57,,40.66,,,79.15,85.04,53.36,64.34
2017,2757220,st. louis park,,,,59.89,,70.78999999999999,42.3,,87.265,79.67,,,77.13499999999999,78.78999999999999,62.805,64.515,,41.93,,,80.61,85.62,53.39,66.22
2018,2757220,st. louis park,70.91,71.58,70.14,60.67,75.19,70.89,43.69,,88.37,80.22,,60.75,77.6,79.16,62.92,66.46,60.17,43.2,,70.83,82.07,86.2,53.42,68.1
2019,2757220,st. louis park,69.43,70.87,68.41,62.42,76.11,71.57,43.62,,87.5,77.98,,60.45,74.3,77.68,62.76,63.44,60.02,44.26,,72.83,78.18,85.41,50.83,67.77
2020,2757220,st. louis park,74.6,70.94,67.86,66.29,76.47,74.42,43.92,,89.44,80.74,,56.83,78.97,80.49,67.3,68.44,57.32,46.08,55.98,74.2,80.31,85.55,59.68,71.26
2021,2757220,st. louis park,74.73,72.29,69.36,69.88,77.04,76.88,43.91,53.0,83.02,81.05,,61.01,79.97,80.79,70.96,68.26,62.38,50.8,59.97,73.01,77.37,84.66,63.19,73.01
2022,2757220,st. louis park,72.48,68.99,66.2,68.66,74.33,76.15,44.64,52.75,84.57,80.28,84.5,57.78,78.75,79.61,69.51,67.45,59.37,49.03,56.65,73.96,79.22,83.27,61.99,71.05
2023,2757220,st. louis park,73.92,69.83,68.88,68.17,75.38,75.74,44.94,51.72,85.31,80.74,83.2,59.43,81.14,80.48,69.51,68.21,60.75,49.44,61.7,75.91,79.35,82.62,62.62,72.78
2013,2758000,st. paul,,,,,,,,,,,,,,,,,,,,,,,,
2014,2758000,st. paul,,,,51.0,,58.0,,,80.0,69.0,,,70.0,,55.0,56.0,,37.0,,,78.0,,47.0,60.0
2015,2758000,st. paul,,,,55.68,,64.005,,,82.67,73.25,,,73.505,,59.010000000000005,57.945,,39.24,,,78.36500000000001,,51.120000000000005,62.755
2016,2758000,st. paul,,,,60.36,,70.01,38.93,,85.34,77.5,,,77.01,78.04,63.02,59.89,,41.48,,,78.73,81.76,55.24,65.51
2017,2758000,st. paul,,,,62.06,,70.16,40.625,,86.39,78.295,,,77.575,78.42,62.965,61.370000000000005,,43.035,,,79.91499999999999,81.71000000000001,55.38,67.465
2018,2758000,st. paul,69.82,71.73,69.36,63.76,75.07,70.31,42.32,,87.44,79.09,,59.65,78.14,78.8,62.91,62.85,60.31,44.59,,70.59,81.1,81.66,55.52,69.42
2019,2758000,st. paul,68.71,70.6,67.03,67.07,76.28,71.67,41.7,,85.45,77.41,,57.46,75.92,78.11,62.72,58.83,58.39,45.31,,71.72,76.38,79.94,52.84,69.65
2020,2758000,st. paul,72.66,70.33,66.32,69.57,76.76,74.23,41.78,,88.1,79.76,,53.18,79.58,80.24,66.76,62.9,55.35,46.35,54.1,73.16,78.24,80.46,61.38,72.84
2021,2758000,st. paul,73.66,71.39,68.33,72.55,76.99,77.16,41.75,52.88,81.03,80.54,,58.66,80.33,80.99,70.61,62.8,61.68,50.35,58.76,72.7,76.0,81.37,64.92,74.66
2022,2758000,st. paul,71.52,69.31,66.89,70.75,75.82,76.5,41.72,52.24,83.63,79.86,84.19,56.89,78.73,79.92,69.55,62.92,59.25,49.43,55.04,73.39,78.51,80.57,64.01,73.16
2023,2758000,st. paul,73.41,69.39,70.52,71.84,76.78,76.41,43.13,52.87,84.63,80.18,83.08,58.43,81.18,80.13,69.18,65.79,60.62,50.06,60.6,75.31,79.19,80.0,64.79,74.83
2015,2771428,woodbury,,,,46.61,,56.655,,,81.09,68.68,,,64.735,,51.19,53.155,,32.725,,,73.66,,41.895,53.91
2016,2771428,woodbury,,,,51.22,,62.31,34.12,,84.18,72.36,,,68.47,71.91,54.38,55.31,,34.45,,,74.32,76.26,46.79,56.82
2017,2771428,woodbury,,,,52.86,,62.53,34.985,,85.295,72.845,,,69.03999999999999,72.34,54.795,56.96,,35.230000000000004,,,75.72999999999999,76.47,46.870000000000005,58.855
2018,2771428,woodbury,63.08,65.69,62.08,54.5,69.84,62.75,35.85,,86.41,73.33,,53.85,69.61,72.77,55.21,58.61,54.72,36.01,,65.59,77.14,76.68,46.95,60.89
2019,2771428,woodbury,61.93,64.5,61.45,58.24,71.54,63.48,36.55,,85.12,71.25,,54.83,66.74,71.53,54.12,55.79,54.39,37.2,,65.31,72.11,74.25,44.78,61.13
2020,2771428,woodbury,65.9,64.07,60.22,61.39,71.5,66.04,35.98,,87.05,74.29,,51.03,70.81,73.57,57.69,60.32,51.76,37.21,47.28,68.29,74.18,76.29,53.72,63.73
2021,2771428,woodbury,67.06,65.39,61.16,64.77,71.73,69.21,35.77,44.2,79.28,74.92,,54.23,72.81,74.04,61.69,60.36,56.36,41.56,52.53,67.52,71.37,76.12,58.06,65.93
2022,2771428,woodbury,67.04,64.65,60.29,64.74,71.24,70.72,37.76,45.87,83.27,75.6,81.68,53.04,73.33,74.55,62.68,61.78,55.1,41.93,50.02,69.8,75.03,77.38,60.2,66.61
2023,2771428,woodbury,68.6,65.02,63.82,65.93,72.49,70.96,39.37,46.35,84.24,75.42,79.52,54.07,75.67,74.91,62.61,64.58,56.56,43.56,55.17,71.63,75.71,76.88,61.27,68.11
2013,2829700,gulfport,,,,,,,,,,,,,,,,,,,,,,,,
2014,2829700,gulfport,,,,36.0,,49.0,,,75.0,57.0,,,57.0,,49.0,46.0,,34.0,,,72.0,,40.0,49.0
2015,2829700,gulfport,,,,39.185,,52.2,,,77.465,59.805,,,60.005,,51.24,46.805,,35.055,,,71.58500000000001,,42.84,49.635000000000005
2016,2829700,gulfport,,,,42.37,,55.4,29.77,,79.93,62.61,,,63.01,61.36,53.48,47.61,,36.11,,,71.17,73.82,45.68,50.27
2017,2829700,gulfport,,,,41.245,,53.925,30.745,,80.87,61.8,,,62.37,61.63,53.355,49.11,,36.11,,,72.24000000000001,73.87,44.855,50.915000000000006
2018,2829700,gulfport,52.36,56.0,54.09,40.12,59.94,52.45,31.72,,81.81,60.99,,52.72,61.73,61.9,53.23,50.61,52.02,36.11,,60.96,73.31,73.92,44.03,51.56
